State	State Code	Year	Race	Gender	Age Group	Population
Georgia	13	1982	White	Female	20-24 years	182948
Georgia	13	1982	White	Female	25-34 years	356346
Georgia	13	1982	White	Female	35-44 years	277482
Georgia	13	1982	White	Female	45-54 years	212022
Georgia	13	1982	White	Female	55-64 years	198836
Georgia	13	1982	White	Female	65-74 years	153435
Georgia	13	1982	White	Female	75-84 years	82213
Georgia	13	1982	White	Female	85+ years	24631
Georgia	13	1982	White	Male	< 1 year	29524
Georgia	13	1982	White	Male	1-4 years	116793
Georgia	13	1982	White	Male	5-9 years	142053
Georgia	13	1982	White	Male	10-14 years	163052
Georgia	13	1982	White	Male	15-19 years	177168
Georgia	13	1982	White	Male	20-24 years	188368
Georgia	13	1982	White	Male	25-34 years	357112
Georgia	13	1982	White	Male	35-44 years	275580
Georgia	13	1982	White	Male	45-54 years	205999
Georgia	13	1982	White	Male	55-64 years	175336
Georgia	13	1982	White	Male	65-74 years	111472
Georgia	13	1982	White	Male	75-84 years	41755
Georgia	13	1982	White	Male	85+ years	8588
Georgia	13	1983	Black	Female	< 1 year	15367
Georgia	13	1983	Black	Female	1-4 years	59778
Georgia	13	1983	Black	Female	5-9 years	70266
Georgia	13	1983	Black	Female	10-14 years	77699
Georgia	13	1983	Black	Female	15-19 years	80701
Georgia	13	1983	Black	Female	20-24 years	83515
Georgia	13	1983	Black	Female	25-34 years	149331
Georgia	13	1983	Black	Female	35-44 years	92896
Georgia	13	1983	Black	Female	45-54 years	64975
Georgia	13	1983	Black	Female	55-64 years	55544
Georgia	13	1983	Black	Female	65-74 years	47044
Georgia	13	1983	Black	Female	75-84 years	23624
Georgia	13	1983	Black	Female	85+ years	7460
Georgia	13	1983	Black	Male	< 1 year	15746
Georgia	13	1983	Black	Male	1-4 years	60702
Georgia	13	1983	Black	Male	5-9 years	71703
Georgia	13	1983	Black	Male	10-14 years	78804
Georgia	13	1983	Black	Male	15-19 years	81148
Georgia	13	1983	Black	Male	20-24 years	75632
Georgia	13	1983	Black	Male	25-34 years	128241
Georgia	13	1983	Black	Male	35-44 years	77198
Georgia	13	1983	Black	Male	45-54 years	51510
Georgia	13	1983	Black	Male	55-64 years	41111
Georgia	13	1983	Black	Male	65-74 years	31167
Georgia	13	1983	Black	Male	75-84 years	12623
Georgia	13	1983	Black	Male	85+ years	2900
Georgia	13	1983	Other	Female	< 1 year	473
Georgia	13	1983	Other	Female	25-34 years	6627
Georgia	13	1983	Other	Female	35-44 years	4581
Georgia	13	1983	Other	Female	45-54 years	2346
Georgia	13	1983	Other	Female	55-64 years	1223
Georgia	13	1983	Other	Female	65-74 years	656
Georgia	13	1983	Other	Female	75-84 years	284
Georgia	13	1983	Other	Female	85+ years	64
Georgia	13	1983	Other	Male	< 1 year	493
Georgia	13	1983	Other	Male	1-4 years	1846
Georgia	13	1983	Other	Male	5-9 years	2136
Georgia	13	1983	Other	Male	15-19 years	2353
Georgia	13	1983	Other	Male	20-24 years	2720
Georgia	13	1983	Other	Male	25-34 years	5440
Georgia	13	1983	Other	Male	35-44 years	3905
Georgia	13	1983	Other	Male	45-54 years	2080
Georgia	13	1983	Other	Male	55-64 years	891
Georgia	13	1983	Other	Male	65-74 years	398
Georgia	13	1983	Other	Male	75-84 years	142
Georgia	13	1983	Other	Male	85+ years	27
Georgia	13	1983	White	Female	< 1 year	28389
Georgia	13	1983	White	Female	1-4 years	111488
Georgia	13	1983	White	Female	5-9 years	133367
Georgia	13	1983	White	Female	10-14 years	153033
Georgia	13	1983	White	Female	15-19 years	160398
Georgia	13	1983	White	Female	20-24 years	184385
Georgia	13	1983	White	Female	25-34 years	360790
Georgia	13	1983	White	Female	35-44 years	291104
Georgia	13	1983	White	Female	45-54 years	212781
Georgia	13	1983	White	Female	55-64 years	200303
Georgia	13	1983	White	Female	65-74 years	156245
Georgia	13	1983	White	Female	75-84 years	85011
Georgia	13	1983	White	Female	85+ years	25798
Georgia	13	1983	White	Male	< 1 year	29564
Georgia	13	1983	White	Male	1-4 years	118500
Georgia	13	1983	White	Male	5-9 years	141202
Georgia	13	1983	White	Male	10-14 years	161729
Georgia	13	1983	White	Male	15-19 years	172730
Georgia	13	1983	White	Male	20-24 years	190784
Georgia	13	1983	White	Male	25-34 years	363734
Georgia	13	1983	White	Male	35-44 years	288958
Georgia	13	1983	White	Male	45-54 years	207565
Georgia	13	1983	White	Male	55-64 years	177343
Georgia	13	1983	White	Male	65-74 years	114249
Georgia	13	1983	White	Male	75-84 years	43313
Georgia	13	1983	White	Male	85+ years	8854
Georgia	13	1984	Black	Female	< 1 year	15401
Georgia	13	1984	Black	Female	1-4 years	59696
Georgia	13	1984	Black	Female	5-9 years	71770
Georgia	13	1984	Black	Female	10-14 years	77317
Georgia	13	1984	Black	Female	15-19 years	79540
Georgia	13	1984	Black	Female	20-24 years	84905
Georgia	13	1984	Black	Female	25-34 years	154066
Georgia	13	1984	Black	Female	35-44 years	99440
Georgia	13	1984	Black	Female	45-54 years	66275
Georgia	13	1984	Black	Female	55-64 years	55804
Georgia	13	1984	Black	Female	65-74 years	47029
Georgia	13	1984	Black	Female	75-84 years	24592
Georgia	13	1984	Black	Female	85+ years	7697
Georgia	13	1984	Black	Male	< 1 year	16136
Georgia	13	1984	Black	Male	1-4 years	60707
Georgia	13	1984	Black	Male	5-9 years	73204
Georgia	13	1984	Black	Male	10-14 years	78589
Georgia	13	1984	Black	Male	15-19 years	79733
Georgia	13	1984	Black	Male	20-24 years	76968
Georgia	13	1984	Black	Male	25-34 years	132284
Georgia	13	1984	Black	Male	35-44 years	82651
Georgia	13	1984	Black	Male	45-54 years	52971
Georgia	13	1984	Black	Male	55-64 years	41268
Georgia	13	1984	Black	Male	65-74 years	30979
Georgia	13	1984	Black	Male	75-84 years	13108
Georgia	13	1984	Black	Male	85+ years	2947
Georgia	13	1984	Other	Female	< 1 year	437
Georgia	13	1984	Other	Female	1-4 years	1968
Georgia	13	1984	Other	Female	25-34 years	7092
Georgia	13	1984	Other	Female	35-44 years	5221
Georgia	13	1984	Other	Female	45-54 years	2583
Georgia	13	1984	Other	Female	55-64 years	1383
Georgia	13	1984	Other	Female	65-74 years	706
Georgia	13	1984	Other	Female	75-84 years	303
Georgia	13	1984	Other	Male	< 1 year	486
Georgia	13	1984	Other	Male	1-4 years	2020
Georgia	13	1984	Other	Male	25-34 years	6007
Georgia	13	1984	Other	Male	35-44 years	4427
Georgia	13	1984	Other	Male	45-54 years	2368
Georgia	13	1984	Other	Male	55-64 years	1009
Georgia	13	1984	Other	Male	65-74 years	440
Georgia	13	1984	Other	Male	75-84 years	155
Georgia	13	1984	White	Female	< 1 year	28937
Georgia	13	1984	White	Female	1-4 years	112794
Georgia	13	1984	White	Female	5-9 years	134746
Georgia	13	1984	White	Female	10-14 years	150216
Georgia	13	1984	White	Female	15-19 years	158325
Georgia	13	1984	White	Female	20-24 years	187203
Georgia	13	1984	White	Female	25-34 years	368257
Georgia	13	1984	White	Female	35-44 years	306072
Georgia	13	1984	White	Female	45-54 years	216394
Georgia	13	1984	White	Female	55-64 years	202245
Georgia	13	1984	White	Female	65-74 years	158989
Georgia	13	1984	White	Female	75-84 years	88577
Georgia	13	1984	White	Female	85+ years	26734
Georgia	13	1984	White	Male	< 1 year	30616
Georgia	13	1984	White	Male	1-4 years	119843
Georgia	13	1984	White	Male	5-9 years	142641
Georgia	13	1984	White	Male	10-14 years	159026
Georgia	13	1984	White	Male	15-19 years	170076
Georgia	13	1984	White	Male	20-24 years	194270
Georgia	13	1984	White	Male	25-34 years	372966
Georgia	13	1984	White	Male	35-44 years	303557
Georgia	13	1984	White	Male	45-54 years	211787
Georgia	13	1984	White	Male	55-64 years	179916
Georgia	13	1984	White	Male	65-74 years	117240
Georgia	13	1984	White	Male	75-84 years	45489
Georgia	13	1984	White	Male	85+ years	9000
Georgia	13	1985	Black	Female	< 1 year	16186
Georgia	13	1985	Black	Female	1-4 years	60088
Georgia	13	1985	Black	Female	5-9 years	74215
Georgia	13	1985	Black	Female	10-14 years	77327
Georgia	13	1985	Black	Female	15-19 years	78610
Georgia	13	1985	Black	Female	20-24 years	86257
Georgia	13	1985	Black	Female	25-34 years	158953
Georgia	13	1985	Black	Female	35-44 years	105998
Georgia	13	1985	Black	Female	45-54 years	67916
Georgia	13	1985	Black	Female	55-64 years	55999
Georgia	13	1985	Black	Female	65-74 years	46833
Georgia	13	1985	Black	Female	75-84 years	25421
Georgia	13	1985	Black	Female	85+ years	7884
Georgia	13	1985	Black	Male	< 1 year	16606
Georgia	13	1985	Black	Male	1-4 years	61191
Georgia	13	1985	Black	Male	5-9 years	75650
Georgia	13	1985	Black	Male	10-14 years	78664
Georgia	13	1985	Black	Male	15-19 years	78913
Georgia	13	1985	Black	Male	20-24 years	78146
Georgia	13	1985	Black	Male	25-34 years	136435
Georgia	13	1985	Black	Male	35-44 years	88220
Georgia	13	1985	Black	Male	45-54 years	54674
Georgia	13	1985	Black	Male	55-64 years	41366
Georgia	13	1985	Black	Male	65-74 years	30651
Georgia	13	1985	Black	Male	75-84 years	13500
Georgia	13	1985	Black	Male	85+ years	2984
Georgia	13	1985	Other	Female	< 1 year	507
Georgia	13	1985	Other	Female	5-9 years	2563
Georgia	13	1985	Other	Female	20-24 years	3006
Georgia	13	1985	Other	Female	25-34 years	7641
Georgia	13	1985	Other	Female	35-44 years	5920
Georgia	13	1985	Other	Female	45-54 years	2894
Georgia	13	1985	Other	Female	55-64 years	1585
Georgia	13	1985	Other	Female	65-74 years	779
Georgia	13	1985	Other	Female	75-84 years	335
Georgia	13	1985	Other	Female	85+ years	77
Georgia	13	1985	Other	Male	< 1 year	551
Georgia	13	1985	Other	Male	1-4 years	2202
Georgia	13	1985	Other	Male	5-9 years	2578
Georgia	13	1985	Other	Male	15-19 years	2842
Georgia	13	1985	Other	Male	20-24 years	3352
Georgia	13	1985	Other	Male	25-34 years	6661
Georgia	13	1985	Other	Male	35-44 years	4991
Georgia	13	1985	Other	Male	45-54 years	2696
Georgia	13	1985	Other	Male	55-64 years	1170
Georgia	13	1985	Other	Male	65-74 years	518
Georgia	13	1985	Other	Male	75-84 years	196
Georgia	13	1985	Other	Male	85+ years	32
Georgia	13	1985	White	Female	< 1 year	30382
Georgia	13	1985	White	Female	1-4 years	115136
Georgia	13	1985	White	Female	5-9 years	138202
Georgia	13	1985	White	Female	10-14 years	147487
Georgia	13	1985	White	Female	15-19 years	159116
Georgia	13	1985	White	Female	20-24 years	189075
Georgia	13	1985	White	Female	25-34 years	377919
Georgia	13	1985	White	Female	35-44 years	320436
Georgia	13	1985	White	Female	45-54 years	221332
Georgia	13	1985	White	Female	55-64 years	203830
Georgia	13	1985	White	Female	65-74 years	161620
Georgia	13	1985	White	Female	75-84 years	92034
Georgia	13	1985	White	Female	85+ years	27827
Georgia	13	1985	White	Male	< 1 year	32108
Georgia	13	1985	White	Male	1-4 years	122316
Georgia	13	1985	White	Male	5-9 years	146175
Georgia	13	1985	White	Male	10-14 years	156447
Georgia	13	1985	White	Male	15-19 years	170971
Georgia	13	1985	White	Male	20-24 years	196376
Georgia	13	1985	White	Male	25-34 years	384151
Georgia	13	1985	White	Male	35-44 years	317692
Georgia	13	1985	White	Male	45-54 years	217084
Georgia	13	1985	White	Male	55-64 years	182280
Georgia	13	1985	White	Male	65-74 years	119842
Georgia	13	1985	White	Male	75-84 years	47430
Georgia	13	1985	White	Male	85+ years	9310
Georgia	13	1986	Black	Female	< 1 year	16470
Georgia	13	1986	Black	Female	1-4 years	60690
Georgia	13	1986	Black	Female	5-9 years	76403
Georgia	13	1986	Black	Female	10-14 years	75381
Georgia	13	1986	Black	Female	15-19 years	79180
Georgia	13	1986	Black	Female	20-24 years	86231
Georgia	13	1986	Black	Female	25-34 years	163317
Georgia	13	1986	Black	Female	35-44 years	112746
Georgia	13	1986	Black	Female	45-54 years	69341
Georgia	13	1986	Black	Female	55-64 years	56181
Georgia	13	1986	Black	Female	65-74 years	46652
Georgia	13	1986	Black	Female	75-84 years	26236
Georgia	13	1986	Black	Female	85+ years	8057
Georgia	13	1986	Black	Male	< 1 year	17083
Georgia	13	1986	Black	Male	1-4 years	61875
Georgia	13	1986	Black	Male	5-9 years	77967
Georgia	13	1986	Black	Male	10-14 years	76604
Georgia	13	1986	Black	Male	15-19 years	79530
Georgia	13	1986	Black	Male	20-24 years	78258
Georgia	13	1986	Black	Male	25-34 years	140456
Georgia	13	1986	Black	Male	35-44 years	94076
Georgia	13	1986	Black	Male	45-54 years	56177
Georgia	13	1986	Black	Male	55-64 years	41427
Georgia	13	1986	Black	Male	65-74 years	30338
Georgia	13	1986	Black	Male	75-84 years	13831
Georgia	13	1986	Black	Male	85+ years	3028
Georgia	13	1986	Other	Female	< 1 year	553
Georgia	13	1986	Other	Female	1-4 years	2288
Georgia	13	1986	Other	Female	20-24 years	3215
Georgia	13	1986	Other	Female	25-34 years	8183
Georgia	13	1986	Other	Female	45-54 years	3175
Georgia	13	1986	Other	Female	55-64 years	1753
Georgia	13	1986	Other	Female	65-74 years	839
Georgia	13	1986	Other	Female	75-84 years	351
Georgia	13	1986	Other	Female	85+ years	80
Georgia	13	1986	Other	Male	< 1 year	586
Georgia	13	1986	Other	Male	1-4 years	2382
Georgia	13	1986	Other	Male	5-9 years	2856
Georgia	13	1986	Other	Male	10-14 years	2924
Georgia	13	1986	Other	Male	15-19 years	3152
Georgia	13	1986	Other	Male	20-24 years	3628
Georgia	13	1986	Other	Male	25-34 years	7308
Georgia	13	1986	Other	Male	35-44 years	5534
Georgia	13	1986	Other	Male	45-54 years	3017
Georgia	13	1986	Other	Male	55-64 years	1294
Georgia	13	1986	Other	Male	65-74 years	566
Georgia	13	1986	Other	Male	75-84 years	208
Georgia	13	1986	Other	Male	85+ years	31
Georgia	13	1986	White	Female	< 1 year	30720
Georgia	13	1986	White	Female	1-4 years	117160
Georgia	13	1986	White	Female	5-9 years	143136
Georgia	13	1986	White	Female	10-14 years	142906
Georgia	13	1986	White	Female	15-19 years	162282
Georgia	13	1986	White	Female	20-24 years	187163
Georgia	13	1986	White	Female	25-34 years	387906
Georgia	13	1986	White	Female	35-44 years	334822
Georgia	13	1986	White	Female	45-54 years	227056
Georgia	13	1986	White	Female	55-64 years	205150
Georgia	13	1986	White	Female	65-74 years	164867
Georgia	13	1986	White	Female	75-84 years	95087
Georgia	13	1986	White	Female	85+ years	28667
Georgia	13	1986	White	Male	< 1 year	32771
Georgia	13	1986	White	Male	1-4 years	124432
Georgia	13	1986	White	Male	5-9 years	151266
Georgia	13	1986	White	Male	10-14 years	151738
Georgia	13	1986	White	Male	15-19 years	174354
Georgia	13	1986	White	Male	20-24 years	195385
Georgia	13	1986	White	Male	25-34 years	395988
Georgia	13	1986	White	Male	35-44 years	332280
Georgia	13	1986	White	Male	45-54 years	223528
Georgia	13	1986	White	Male	55-64 years	184056
Georgia	13	1986	White	Male	65-74 years	122665
Georgia	13	1986	White	Male	75-84 years	49273
Georgia	13	1986	White	Male	85+ years	9584
Georgia	13	1987	Black	Female	< 1 year	17281
Georgia	13	1987	Black	Female	1-4 years	61847
Georgia	13	1987	Black	Female	5-9 years	77872
Georgia	13	1987	Black	Female	10-14 years	74880
Georgia	13	1987	Black	Female	15-19 years	79874
Georgia	13	1987	Black	Female	20-24 years	85507
Georgia	13	1987	Black	Female	25-34 years	168066
Georgia	13	1987	Black	Female	35-44 years	119169
Georgia	13	1987	Black	Female	45-54 years	71052
Georgia	13	1987	Black	Female	55-64 years	56605
Georgia	13	1987	Black	Female	65-74 years	46475
Georgia	13	1987	Black	Female	75-84 years	27098
Georgia	13	1987	Black	Female	85+ years	8276
Georgia	13	1987	Black	Male	< 1 year	17643
Georgia	13	1987	Black	Male	1-4 years	63074
Georgia	13	1987	Black	Male	5-9 years	79450
Georgia	13	1987	Black	Male	10-14 years	76146
Georgia	13	1987	Black	Male	15-19 years	80216
Georgia	13	1987	Black	Male	20-24 years	77040
Georgia	13	1987	Black	Male	25-34 years	144354
Georgia	13	1987	Black	Male	35-44 years	99274
Georgia	13	1987	Black	Male	45-54 years	58033
Georgia	13	1987	Black	Male	55-64 years	41591
Georgia	13	1987	Black	Male	65-74 years	30173
Georgia	13	1987	Black	Male	75-84 years	14146
Georgia	13	1987	Black	Male	85+ years	3110
Georgia	13	1987	Other	Female	< 1 year	659
Georgia	13	1987	Other	Female	25-34 years	8744
Georgia	13	1987	Other	Female	35-44 years	7223
Georgia	13	1987	Other	Female	45-54 years	3456
Georgia	13	1987	Other	Female	55-64 years	1918
Georgia	13	1987	Other	Female	65-74 years	897
Georgia	13	1987	Other	Female	75-84 years	370
Georgia	13	1987	Other	Female	85+ years	83
Georgia	13	1987	Other	Male	< 1 year	695
Georgia	13	1987	Other	Male	1-4 years	2569
Georgia	13	1987	Other	Male	10-14 years	3076
Georgia	13	1987	Other	Male	20-24 years	3837
Georgia	13	1987	Other	Male	25-34 years	7963
Georgia	13	1987	Other	Male	35-44 years	6081
Georgia	13	1987	Other	Male	45-54 years	3323
Georgia	13	1987	Other	Male	55-64 years	1416
Georgia	13	1987	Other	Male	65-74 years	613
Georgia	13	1987	Other	Male	75-84 years	224
Georgia	13	1987	White	Female	< 1 year	32026
Georgia	13	1987	White	Female	1-4 years	119470
Georgia	13	1987	White	Female	5-9 years	146501
Georgia	13	1987	White	Female	10-14 years	141563
Georgia	13	1987	White	Female	15-19 years	163957
Georgia	13	1987	White	Female	20-24 years	184687
Georgia	13	1987	White	Female	25-34 years	397503
Georgia	13	1987	White	Female	35-44 years	348772
Georgia	13	1987	White	Female	45-54 years	235077
Georgia	13	1987	White	Female	55-64 years	206289
Georgia	13	1987	White	Female	65-74 years	168157
Georgia	13	1987	White	Female	75-84 years	98412
Georgia	13	1987	White	Female	85+ years	29723
Georgia	13	1987	White	Male	< 1 year	34203
Georgia	13	1987	White	Male	1-4 years	126915
Georgia	13	1987	White	Male	5-9 years	154663
Georgia	13	1987	White	Male	10-14 years	150581
Georgia	13	1987	White	Male	15-19 years	176053
Georgia	13	1987	White	Male	20-24 years	192837
Georgia	13	1987	White	Male	25-34 years	405842
Georgia	13	1987	White	Male	35-44 years	345819
Georgia	13	1987	White	Male	45-54 years	231951
Georgia	13	1987	White	Male	55-64 years	186060
Georgia	13	1987	White	Male	65-74 years	125856
Georgia	13	1987	White	Male	75-84 years	51149
Georgia	13	1987	White	Male	85+ years	9947
Georgia	13	1988	Black	Female	< 1 year	18428
Georgia	13	1988	Black	Female	1-4 years	63703
Georgia	13	1988	Black	Female	5-9 years	79491
Georgia	13	1988	Black	Female	10-14 years	75070
Georgia	13	1988	Black	Female	15-19 years	80376
Georgia	13	1988	Black	Female	20-24 years	84027
Georgia	13	1988	Black	Female	25-34 years	171744
Georgia	13	1988	Black	Female	35-44 years	125005
Georgia	13	1988	Black	Female	45-54 years	72764
Georgia	13	1988	Black	Female	55-64 years	56605
Georgia	13	1988	Black	Female	65-74 years	46468
Georgia	13	1988	Black	Female	75-84 years	27929
Georgia	13	1988	Black	Female	85+ years	8493
Georgia	13	1988	Black	Male	< 1 year	18806
Georgia	13	1988	Black	Male	1-4 years	64990
Georgia	13	1988	Black	Male	5-9 years	81190
Georgia	13	1988	Black	Male	10-14 years	76315
Georgia	13	1988	Black	Male	15-19 years	80876
Georgia	13	1988	Black	Male	20-24 years	75538
Georgia	13	1988	Black	Male	25-34 years	147517
Georgia	13	1988	Black	Male	35-44 years	104444
Georgia	13	1988	Black	Male	45-54 years	59758
Georgia	13	1988	Black	Male	55-64 years	41500
Georgia	13	1988	Black	Male	65-74 years	30027
Georgia	13	1988	Black	Male	75-84 years	14447
Georgia	13	1988	Black	Male	85+ years	3148
Georgia	13	1988	Other	Female	< 1 year	693
Georgia	13	1988	Other	Female	5-9 years	3395
Georgia	13	1988	Other	Female	15-19 years	3276
Georgia	13	1988	Other	Female	20-24 years	3561
Georgia	13	1988	Other	Female	25-34 years	9276
Georgia	13	1988	Other	Female	35-44 years	7862
Georgia	13	1988	Other	Female	45-54 years	3756
Georgia	13	1988	Other	Female	55-64 years	2088
Georgia	13	1988	Other	Female	65-74 years	969
Georgia	13	1988	Other	Female	75-84 years	399
Georgia	13	1988	Other	Female	85+ years	90
Georgia	13	1988	Other	Male	< 1 year	771
Georgia	13	1988	Other	Male	1-4 years	2781
Georgia	13	1988	Other	Male	5-9 years	3411
Georgia	13	1988	Other	Male	10-14 years	3240
Georgia	13	1988	Other	Male	20-24 years	4052
Georgia	13	1988	Other	Male	25-34 years	8615
Georgia	13	1988	Other	Male	35-44 years	6638
Georgia	13	1988	Other	Male	45-54 years	3661
Georgia	13	1988	Other	Male	55-64 years	1544
Georgia	13	1988	Other	Male	65-74 years	663
Georgia	13	1988	Other	Male	75-84 years	245
Georgia	13	1988	Other	Male	85+ years	34
Georgia	13	1988	White	Female	< 1 year	32564
Georgia	13	1988	White	Female	1-4 years	122225
Georgia	13	1988	White	Female	5-9 years	150178
Georgia	13	1988	White	Female	10-14 years	142401
Georgia	13	1988	White	Female	15-19 years	164522
Georgia	13	1988	White	Female	20-24 years	180316
Georgia	13	1988	White	Female	25-34 years	402884
Georgia	13	1988	White	Female	35-44 years	356463
Georgia	13	1988	White	Female	45-54 years	246140
Georgia	13	1988	White	Female	55-64 years	206216
Georgia	13	1988	White	Female	65-74 years	170507
Georgia	13	1988	White	Female	75-84 years	101591
Georgia	13	1988	White	Female	85+ years	30581
Georgia	13	1988	White	Male	< 1 year	34661
Georgia	13	1988	White	Male	1-4 years	129826
Georgia	13	1988	White	Male	5-9 years	158472
Georgia	13	1988	White	Male	10-14 years	151686
Georgia	13	1988	White	Male	15-19 years	176895
Georgia	13	1988	White	Male	20-24 years	189684
Georgia	13	1988	White	Male	25-34 years	412746
Georgia	13	1988	White	Male	35-44 years	353759
Georgia	13	1988	White	Male	45-54 years	243622
Georgia	13	1988	White	Male	55-64 years	187038
Georgia	13	1988	White	Male	65-74 years	128150
Georgia	13	1988	White	Male	75-84 years	53111
Georgia	13	1988	White	Male	85+ years	10119
Hawaii	15	1979	Black	Female	< 1 year	180
Hawaii	15	1979	Black	Female	45-54 years	181
Hawaii	15	1979	Black	Female	55-64 years	96
Hawaii	15	1979	Black	Female	65-74 years	43
Hawaii	15	1979	Black	Female	75-84 years	19
Hawaii	15	1979	Black	Female	85+ years	4
Hawaii	15	1979	Black	Male	< 1 year	190
Hawaii	15	1979	Black	Male	5-9 years	652
Hawaii	15	1979	Black	Male	15-19 years	1210
Hawaii	15	1979	Black	Male	20-24 years	4229
Hawaii	15	1979	Black	Male	25-34 years	2593
Hawaii	15	1979	Black	Male	35-44 years	781
Hawaii	15	1979	Black	Male	45-54 years	326
Hawaii	15	1979	Black	Male	55-64 years	212
Hawaii	15	1979	Black	Male	65-74 years	61
Hawaii	15	1979	Black	Male	75-84 years	14
Hawaii	15	1979	Other	Female	< 1 year	5498
Hawaii	15	1979	Other	Female	1-4 years	17534
Hawaii	15	1979	Other	Female	5-9 years	22452
Hawaii	15	1979	Other	Female	10-14 years	24338
Hawaii	15	1979	Other	Female	15-19 years	27404
Hawaii	15	1979	Other	Female	20-24 years	26723
Hawaii	15	1979	Other	Female	25-34 years	48210
Hawaii	15	1979	Other	Female	35-44 years	34098
Hawaii	15	1979	Other	Female	45-54 years	35880
Hawaii	15	1979	Other	Female	55-64 years	29442
Hawaii	15	1979	Other	Female	65-74 years	14521
Hawaii	15	1979	Other	Female	75-84 years	7618
Hawaii	15	1979	Other	Female	85+ years	2370
Hawaii	15	1979	Other	Male	< 1 year	5831
Hawaii	15	1979	Other	Male	1-4 years	18428
Hawaii	15	1979	Other	Male	5-9 years	23721
Hawaii	15	1979	Other	Male	10-14 years	25560
Hawaii	15	1979	Other	Male	15-19 years	28033
Hawaii	15	1979	Other	Male	20-24 years	25712
Hawaii	15	1979	Other	Male	25-34 years	45905
Hawaii	15	1979	Other	Male	35-44 years	31001
Hawaii	15	1979	Other	Male	45-54 years	30192
Hawaii	15	1979	Other	Male	55-64 years	28672
Hawaii	15	1979	Other	Male	65-74 years	18627
Hawaii	15	1979	Other	Male	75-84 years	7221
Hawaii	15	1979	Other	Male	85+ years	1551
Hawaii	15	1979	White	Female	< 1 year	2828
Hawaii	15	1979	White	Female	1-4 years	11161
Hawaii	15	1979	White	Female	10-14 years	12061
Hawaii	15	1979	White	Female	15-19 years	13154
Hawaii	15	1979	White	Female	20-24 years	18282
Hawaii	15	1979	White	Female	25-34 years	35059
Hawaii	15	1979	White	Female	35-44 years	19162
Hawaii	15	1979	White	Female	45-54 years	13364
Hawaii	15	1979	White	Female	55-64 years	11971
Hawaii	15	1979	White	Female	65-74 years	7532
Hawaii	15	1979	White	Female	75-84 years	3405
Hawaii	15	1979	White	Female	85+ years	1000
Hawaii	15	1979	White	Male	< 1 year	3019
Hawaii	15	1979	White	Male	1-4 years	11904
Hawaii	15	1979	White	Male	5-9 years	13432
Hawaii	15	1979	White	Male	10-14 years	12939
Hawaii	15	1979	White	Male	15-19 years	16640
Hawaii	15	1979	White	Male	20-24 years	29144
Hawaii	15	1979	White	Male	25-34 years	39973
Hawaii	15	1979	White	Male	35-44 years	22888
Hawaii	15	1979	White	Male	45-54 years	14642
Hawaii	15	1979	White	Male	55-64 years	12838
Hawaii	15	1979	White	Male	65-74 years	7087
Hawaii	15	1979	White	Male	75-84 years	2338
Hawaii	15	1979	White	Male	85+ years	438
Hawaii	15	1980	Black	Female	< 1 year	193
Hawaii	15	1980	Black	Female	15-19 years	442
Hawaii	15	1980	Black	Female	25-34 years	1348
Hawaii	15	1980	Black	Female	45-54 years	186
Hawaii	15	1980	Black	Female	55-64 years	100
Hawaii	15	1980	Black	Female	65-74 years	46
Hawaii	15	1980	Black	Male	< 1 year	215
Hawaii	15	1980	Black	Male	5-9 years	670
Hawaii	15	1980	Black	Male	15-19 years	1268
Hawaii	15	1980	Black	Male	20-24 years	4438
Hawaii	15	1980	Black	Male	25-34 years	2817
Hawaii	15	1980	Black	Male	35-44 years	841
Hawaii	15	1980	Black	Male	45-54 years	332
Hawaii	15	1980	Black	Male	55-64 years	224
Hawaii	15	1980	Black	Male	65-74 years	64
Hawaii	15	1980	Black	Male	85+ years	4
Hawaii	15	1980	Other	Female	< 1 year	5760
Hawaii	15	1980	Other	Female	1-4 years	18191
Hawaii	15	1980	Other	Female	5-9 years	22510
Hawaii	15	1980	Other	Female	10-14 years	24267
Hawaii	15	1980	Other	Female	15-19 years	27494
Hawaii	15	1980	Other	Female	20-24 years	27241
Hawaii	15	1980	Other	Female	25-34 years	50733
Hawaii	15	1980	Other	Female	35-44 years	35189
Hawaii	15	1980	Other	Female	45-54 years	36189
Hawaii	15	1980	Other	Female	55-64 years	30471
Hawaii	15	1980	Other	Female	65-74 years	15230
Hawaii	15	1980	Other	Female	75-84 years	7731
Hawaii	15	1980	Other	Female	85+ years	2505
Hawaii	15	1980	Other	Male	< 1 year	6114
Hawaii	15	1980	Other	Male	1-4 years	19146
Hawaii	15	1980	Other	Male	5-9 years	23786
Hawaii	15	1980	Other	Male	10-14 years	25486
Hawaii	15	1980	Other	Male	15-19 years	28172
Hawaii	15	1980	Other	Male	20-24 years	26139
Hawaii	15	1980	Other	Male	25-34 years	48444
Hawaii	15	1980	Other	Male	35-44 years	32540
Hawaii	15	1980	Other	Male	45-54 years	30155
Hawaii	15	1980	Other	Male	55-64 years	29025
Hawaii	15	1980	Other	Male	65-74 years	18891
Hawaii	15	1980	Other	Male	75-84 years	7555
Hawaii	15	1980	Other	Male	85+ years	1555
Hawaii	15	1980	White	Female	< 1 year	2825
Hawaii	15	1980	White	Female	1-4 years	11240
Hawaii	15	1980	White	Female	10-14 years	11710
Hawaii	15	1980	White	Female	15-19 years	12837
